Task Category,Content,Executed Actions,Info,Success Rate,Task Path
cdl_dataset/dataset/Change_TV_channel/g1.txt,Turn on the TV by touching the remote control.,"['walk_executor(television_216)', 'walk_executor(tvstand_135)', 'walk_executor(remote_control_2081)'
, 'grab_executor(remote_control_2081)', 'touch_executor(remote_control_2081)']","Time consume: 34 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 2
goal correct times: 0
action_num: 5
",1,Scene_id: 2
cdl_dataset/dataset/Wash_windows/g1.txt,Open the windows in the bathroom.,"['walk_executor(window_2109)', 'open_executor(window_2109)']","Time consume: 13 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 2
","Keystate: k1 - Requires: 2 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Iron_clothes/g4.txt,Syntax Error,"['walk_executor(ironing_board_2099)', 'walk_executor(washing_machine_2041)', 'open_executor(washing_
machine_2041)', 'walk_executor(basket_for_clothes_2040)', 'grab_executor(clothes_shirt_2114)', 'walk
_executor(ironing_board_2099)', 'put_executor(clothes_shirt_2114, ironing_board_2099)', 'plugin_exec
utor(iron_2117)', 'switchon_executor(iron_2117)', 'switchoff_executor(iron_2117)', 'plugout_executor
(iron_2117)', 'plugin_executor(iron_2117)', 'walk_executor(clothes_shirt_2114)', 'grab_executor(clot
hes_shirt_2114)', 'wash_executor(clothes_shirt_2114)', 'walk_executor(faucet_134)', 'switchoff_execu
tor(faucet_134)', 'walk_executor(iron_2117)', 'plugout_executor(iron_2117)', 'walk_executor(bed_264)
', 'put_executor(clothes_shirt_2114, bed_264)']","Time consume: 193 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 7
goal correct times: 0
action_num: 21
","Keystate: k1 - Requires: 9 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Listen_to_music/g2.txt,Turn on the dvd player.,"['walk_executor(tvstand_135)', 'walk_executor(dvd_player_2085)', 'plugin_executor(dvd_player_2085)',
 'switchon_executor(dvd_player_2085)']","Time consume: 20 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 4
",1,Scene_id: 2
cdl_dataset/dataset/Prepare_breakfast/g1.txt,Slice and toast bread.,"['walk_executor(kitchen_counter_129)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)'
, 'open_executor(fridge_140)', 'walk_executor(cupboard_130)', 'walk_executor(cupboard_131)', 'open_e
xecutor(cupboard_131)', 'walk_executor(kitchen_counter_132)', 'walk_executor(kitchen_counter_128)', 
'walk_executor(filing_cabinet_378)', 'grab_executor(food_bread_2016)', 'walk_executor(cutting_board_
2080)', 'put_executor(food_bread_2016, cutting_board_2080)', 'walk_executor(knifeblock_52)', 'walk_e
xecutor(pot_54)', 'open_executor(pot_54)', 'walk_executor(stove_2090)', 'open_executor(stove_2090)',
 'walk_executor(ceilinglamp_185)', 'walk_executor(toaster_144)', 'open_executor(toaster_144)', 'walk
_executor(dishwasher_143)', 'open_executor(dishwasher_143)', 'grab_executor(knife_2036)', 'walk_exec
utor(food_bread_2016)', 'cut_executor(food_bread_2016)', 'grab_executor(food_bread_2016)', 'walk_exe
cutor(toaster_144)', 'putin_executor(food_bread_2016, toaster_144)', 'close_executor(toaster_144)', 
'switchon_executor(toaster_144)']","Time consume: 171 seconds
Exp_helper query times: 2
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 31
",1,Scene_id: 2
cdl_dataset/dataset/Wash_clothes/g2.txt,Wash all the clothes in the basket for clothes by adding soap to the washing machine and running it.,"['walk_executor(bathroom_counter_306)', 'walk_executor(bathroom_cabinet_305)', 'open_executor(bathro
om_cabinet_305)', 'walk_executor(powersocket_48)', 'walk_executor(washing_machine_2041)', 'open_exec
utor(washing_machine_2041)', 'walk_executor(cupboard_130)', 'walk_executor(cupboard_131)', 'open_exe
cutor(cupboard_131)', 'walk_executor(sink_307)', 'walk_executor(detergent_2108)', 'grab_executor(det
ergent_2108)', 'walk_executor(washing_machine_2041)', 'putin_executor(detergent_2108, washing_machin
e_2041)', 'close_executor(washing_machine_2041)', 'plugin_executor(washing_machine_2041)', 'switchon
_executor(washing_machine_2041)', 'walk_executor(basket_for_clothes_2040)', 'walk_executor(washing_m
achine_2041)', 'switchoff_executor(washing_machine_2041)', 'open_executor(washing_machine_2041)', 'w
alk_executor(clothes_pants_2113)', 'grab_executor(clothes_pants_2113)', 'walk_executor(washing_machi
ne_2041)', 'putin_executor(clothes_pants_2113, washing_machine_2041)', 'walk_executor(clothes_shirt_
2114)', 'grab_executor(clothes_shirt_2114)', 'walk_executor(washing_machine_2041)', 'putin_executor(
clothes_shirt_2114, washing_machine_2041)', 'walk_executor(clothes_socks_2115)', 'grab_executor(clot
hes_socks_2115)', 'walk_executor(washing_machine_2041)', 'putin_executor(clothes_socks_2115, washing
_machine_2041)', 'walk_executor(clothes_skirt_2116)', 'grab_executor(clothes_skirt_2116)', 'walk_exe
cutor(washing_machine_2041)', 'putin_executor(clothes_skirt_2116, washing_machine_2041)', 'close_exe
cutor(washing_machine_2041)', 'switchon_executor(washing_machine_2041)']","Time consume: 507 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 0
goal generate times: 9
goal correct times: 0
action_num: 39
","Keystate: k1 - Requires: 8 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Pet_cat/g1.txt,Find my cat and touch it,"['walk_executor(couch_192)', 'walk_executor(cat_2082)', 'touch_executor(cat_2082)']","Time consume: 16 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 3
",1,Scene_id: 2
cdl_dataset/dataset/Prepare_breakfast/g3.txt,Boil egg.,"['walk_executor(kitchen_counter_129)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)'
, 'open_executor(fridge_140)', 'walk_executor(pot_2093)', 'open_executor(pot_2093)', 'walk_executor(
food_egg_2053)', 'grab_executor(food_egg_2053)', 'walk_executor(pot_2093)', 'putin_executor(food_egg
_2053, pot_2093)', 'grab_executor(pot_2093)', 'walk_executor(faucet_134)', 'switchoff_executor(fauce
t_134)', 'walk_executor(stove_2090)', 'switchon_executor(stove_2090)', 'walk_executor(faucet_308)', 
'switchoff_executor(faucet_308)', 'switchon_executor(faucet_308)', 'switchoff_executor(faucet_308)',
 'walk_executor(stove_2090)', 'put_executor(pot_2093, stove_2090)']","Time consume: 98 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 5
goal correct times: 0
action_num: 21
",1,Scene_id: 2
cdl_dataset/dataset/Cook_some_food/g1.txt,Boil vegetables with a pot on the stove.,"['walk_executor(kitchen_counter_129)', 'walk_executor(pot_54)', 'open_executor(pot_54)', 'grab_execu
tor(pot_54)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(stove_20
90)', 'switchon_executor(stove_2090)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)'
, 'open_executor(fridge_140)', 'walk_executor(faucet_308)', 'switchoff_executor(faucet_308)', 'walk_
executor(food_vegetable_2072)', 'grab_executor(food_vegetable_2072)', 'walk_executor(pot_54)', 'puti
n_executor(food_vegetable_2072, pot_54)', 'walk_executor(stove_2090)', 'put_executor(pot_54, stove_2
090)', 'grab_executor(pot_54)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'switc
hoff_executor(faucet_134)', 'walk_executor(stove_2090)', 'put_executor(pot_54, stove_2090)', 'grab_e
xecutor(pot_54)', 'put_executor(pot_54, stove_2090)']","Time consume: 205 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 8
goal correct times: 0
action_num: 27
","Keystate: k1 - Requires: 8 steps
Keystate: k2 - Requires: 5 steps
Action Completion Rate: 1.0",Scene_id: 2
cdl_dataset/dataset/Put_groceries_in_Fridge/g2.txt,Syntax Error,[],"Time consume: 173 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 6
goal correct times: 0
action_num: 0
","Keystate: k1 - Requires: 7 steps
Keystate: k2 - Requires: 23 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Prepare_dinner/g4.txt,Fried rice with egg.,"['walk_executor(kitchen_counter_129)', 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)'
, 'open_executor(fridge_140)', 'grab_executor(food_rice_2067)', 'walk_executor(fryingpan_2107)', 'pu
tin_executor(food_rice_2067, fryingpan_2107)', 'walk_executor(food_egg_2053)', 'grab_executor(food_e
gg_2053)', 'walk_executor(fryingpan_2107)', 'putin_executor(food_egg_2053, fryingpan_2107)', 'grab_e
xecutor(fryingpan_2107)', 'walk_executor(stove_2090)', 'put_executor(fryingpan_2107, stove_2090)', '
switchon_executor(stove_2090)']","Time consume: 78 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 15
","Keystate: k1 - Requires: 11 steps
Keystate: k2 - Requires: 4 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Pet_cat/g4.txt,Wash my cat.,"['walk_executor(bathtub_297)', 'walk_executor(curtain_392)', 'open_executor(curtain_392)', 'walk_exe
cutor(shower_303)', 'walk_executor(bathroom_counter_306)', 'walk_executor(towel_rack_298)', 'walk_ex
ecutor(towel_2083)', 'walk_executor(couch_192)', 'walk_executor(cat_2082)', 'grab_executor(cat_2082)
', 'wash_executor(cat_2082)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)']","Time consume: 79 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 13
",1,Scene_id: 2
cdl_dataset/dataset/Cook_some_food/g4.txt,Boil some vegetables with pot. Then store the whole pot in the fridge.,"['walk_executor(kitchen_counter_129)', 'walk_executor(pot_54)', 'open_executor(pot_54)', 'grab_execu
tor(pot_54)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(kitchen_
counter_129)', 'walk_executor(faucet_308)', 'switchoff_executor(faucet_308)', 'walk_executor(cupboar
d_130)', 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_13
4)', 'walk_executor(ceilinglamp_357)', 'walk_executor(cupboard_131)', 'open_executor(cupboard_131)',
 'walk_executor(fridge_140)', 'switchoff_executor(fridge_140)', 'open_executor(fridge_140)', 'grab_e
xecutor(food_vegetable_2072)', 'putin_executor(food_vegetable_2072, pot_54)', 'walk_executor(stove_2
090)', 'put_executor(pot_54, stove_2090)', 'switchon_executor(stove_2090)', 'walk_executor(pot_54)',
 'grab_executor(pot_54)', 'walk_executor(fridge_140)', 'putin_executor(pot_54, fridge_140)', 'close_
executor(fridge_140)']","Time consume: 211 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 0
goal generate times: 5
goal correct times: 0
action_num: 29
","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 10 steps
Keystate: k3 - Requires: 2 steps
Action Completion Rate: 1.0",Scene_id: 2
cdl_dataset/dataset/Drink/g4.txt,Get a cup of milk and heat it by microwave.,"['walk_executor(kitchen_counter_129)', 'walk_executor(cupboard_130)', 'walk_executor(cupboard_131)',
 'open_executor(cupboard_131)', 'walk_executor(powersocket_48)', 'walk_executor(kitchen_counter_132)
', 'walk_executor(sink_133)', 'walk_executor(microwave_149)', 'open_executor(microwave_149)', 'walk_
executor(fridge_140)', 'switchoff_executor(fridge_140)', 'open_executor(fridge_140)', 'walk_executor
(kitchen_counter_128)', 'walk_executor(milk_2074)', 'walk_executor(table_123)', 'walk_executor(milk_
2074)', 'grab_executor(milk_2074)', 'walk_executor(cup_2087)', 'putin_executor(milk_2074, cup_2087)'
, 'grab_executor(cup_2087)', 'walk_executor(microwave_149)', 'putin_executor(cup_2087, microwave_149
)', 'close_executor(microwave_149)', 'switchon_executor(microwave_149)']","Time consume: 130 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 0
goal generate times: 1
goal correct times: 0
action_num: 24
",1,Scene_id: 2
