Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Make coffee,Put a cup inside the coffee maker and turn it on.,"['walk_executor(table_107)', 'walk_executor(coffee_table_2068)', 'walk_executor(coffe_maker_290)', '
open_executor(coffe_maker_290)', 'walk_executor(cup_2064)', 'grab_executor(cup_2064)', 'walk_executo
r(coffe_maker_290)', 'putin_executor(cup_2064, coffe_maker_290)', 'close_executor(coffe_maker_290)',
 'switchon_executor(coffe_maker_290)']","Time consume: 76 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Make_coffee/g3.txt
Make coffee,make a cup of coffee using the coffee maker.,"['walk_executor(coffe_maker_290)', 'open_executor(coffe_maker_290)', 'walk_executor(faucet_232)', 's
witchon_executor(faucet_232)', 'switchoff_executor(faucet_232)', 'walk_executor(coffe_maker_290)', '
close_executor(coffe_maker_290)', 'switchon_executor(coffe_maker_290)', 'switchoff_executor(coffe_ma
ker_290)', 'open_executor(coffe_maker_290)', 'close_executor(coffe_maker_290)', 'switchon_executor(c
offe_maker_290)', 'switchoff_executor(coffe_maker_290)', 'open_executor(coffe_maker_290)', 'close_ex
ecutor(coffe_maker_290)', 'switchon_executor(coffe_maker_290)']","Time consume: 216 seconds
Exp_helper query times: 0","Keystate: k1 - Requires: 8 steps
Action Completion Rate: No actions required",cdl_dataset/dataset/Make_coffee/g1.txt
Cook some food,slice some chicken,"['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'grab_executor(food_chicken_2017)', 'walk_executor(cutting_board_2051
)', 'put_executor(food_chicken_2017, cutting_board_2051)', 'walk_executor(knife_2050)', 'grab_execut
or(knife_2050)', 'walk_executor(food_chicken_2017)', 'cut_executor(food_chicken_2017)']","Time consume: 95 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Cook_some_food/g2.txt
Cook some food,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then cool them in a bowl
.","['walk_executor(kitchen_counter_230)', 'walk_executor(cutting_board_2051)', 'walk_executor(fridge_28
9)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'wash_executor(food_vegetable_20
41)', 'walk_executor(pot_2069)', 'open_executor(pot_2069)', 'walk_executor(food_vegetable_2041)', 'g
rab_executor(food_vegetable_2041)', 'walk_executor(pot_2069)', 'putin_executor(food_vegetable_2041, 
pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(stove_2065)', 'put_executor(pot_2069, stove_20
65)', 'switchon_executor(stove_2065)', 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)',
 'walk_executor(wallshelf_235)', 'walk_executor(wallshelf_234)', 'walk_executor(wallshelf_35)', 'wal
k_executor(table_226)', 'walk_executor(food_vegetable_2041)', 'grab_executor(food_vegetable_2041)', 
'walk_executor(bowl_2071)', 'putin_executor(food_vegetable_2041, bowl_2071)']","Time consume: 365 seconds
Exp_helper query times: 1","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 10 steps
Keystate: k3 - Requires: 2 steps
Action Completion Rate: 0.0",cdl_dataset/dataset/Cook_some_food/g3.txt
Cook some food,Put vegetables in a pot and boil them on the stove.,"['walk_executor(stovefan_288)', 'walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', '
switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_executor(pot_2069)', 'open_execu
tor(pot_2069)', 'walk_executor(food_vegetable_2041)', 'grab_executor(food_vegetable_2041)', 'walk_ex
ecutor(pot_2069)', 'putin_executor(food_vegetable_2041, pot_2069)', 'grab_executor(pot_2069)', 'walk
_executor(stove_2065)', 'put_executor(pot_2069, stove_2065)', 'switchon_executor(stove_2065)']","Time consume: 219 seconds
Exp_helper query times: 0","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 6 steps
Action Completion Rate: 0.0",cdl_dataset/dataset/Cook_some_food/g1.txt
Cook some food,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then store the whole pot
 in the fridge.","['walk_executor(kitchen_counter_230)', 'walk_executor(cutting_board_2051)', 'walk_executor(microwave
_297)', 'switchoff_executor(microwave_297)', 'open_executor(microwave_297)', 'walk_executor(fridge_2
89)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(food_vegetable_2
041)', 'walk_executor(sink_42)', 'putin_executor(food_vegetable_2041, sink_42)', 'walk_executor(fauc
et_43)', 'switchon_executor(faucet_43)', 'walk_executor(food_vegetable_2041)', 'wash_executor(food_v
egetable_2041)', 'walk_executor(pot_2069)', 'open_executor(pot_2069)', 'walk_executor(food_vegetable
_2041)', 'grab_executor(food_vegetable_2041)', 'walk_executor(pot_2069)', 'putin_executor(food_veget
able_2041, pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(stove_2065)', 'put_executor(pot_206
9, stove_2065)', 'switchon_executor(stove_2065)', 'grab_executor(pot_2069)', 'walk_executor(fridge_2
89)', 'putin_executor(pot_2069, fridge_289)', 'close_executor(fridge_289)']","Time consume: 353 seconds
Exp_helper query times: 0","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 11 steps
Keystate: k3 - Requires: 2 steps
Action Completion Rate: 1.0",cdl_dataset/dataset/Cook_some_food/g4.txt
Prepare breakfast,Scramble egg by the fryingpan.,"['walk_executor(stove_2065)', 'switchon_executor(stove_2065)', 'walk_executor(kitchen_counter_230)',
 'walk_executor(fryingpan_2083)', 'grab_executor(fryingpan_2083)', 'walk_executor(stove_2065)', 'put
_executor(fryingpan_2083, stove_2065)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)
', 'open_executor(fridge_289)', 'grab_executor(food_egg_2020)', 'walk_executor(fryingpan_2083)', 'pu
t_executor(food_egg_2020, fryingpan_2083)', 'grab_executor(food_egg_2020)']","Time consume: 228 seconds
Exp_helper query times: 0","Keystate: k1 - Requires: 5 steps
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_breakfast/g2.txt
Prepare breakfast,Boil egg.,"['walk_executor(kitchen_counter_230)', 'walk_executor(pot_2069)', 'open_executor(pot_2069)', 'grab_e
xecutor(pot_2069)', 'walk_executor(stove_2065)', 'put_executor(pot_2069, stove_2065)', 'switchon_exe
cutor(stove_2065)']","Time consume: 196 seconds
Exp_helper query times: 0","Keystate: k1 - Requires: 4 steps
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_breakfast/g3.txt
Prepare breakfast,Slice and toast bread.,"['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'grab_executor(food_bread_2012)', 'walk_executor(cutting_board_2051)'
, 'put_executor(food_bread_2012, cutting_board_2051)', 'walk_executor(knife_2050)', 'grab_executor(k
nife_2050)', 'walk_executor(food_bread_2012)', 'cut_executor(food_bread_2012)', 'grab_executor(food_
bread_2012)', 'walk_executor(toaster_292)', 'putin_executor(food_bread_2012, toaster_292)', 'switcho
n_executor(toaster_292)']","Time consume: 130 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Prepare_breakfast/g1.txt
Prepare breakfast,"Make chicken pasta, put it in a plate.","['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'walk_executor(pot_2069)', 'open_executor(pot_2069)', 'walk_executor(
food_chicken_2017)', 'grab_executor(food_chicken_2017)', 'walk_executor(pot_2069)', 'putin_executor(
food_chicken_2017, pot_2069)', 'walk_executor(dry_pasta_2042)', 'grab_executor(dry_pasta_2042)', 'wa
lk_executor(pot_2069)', 'putin_executor(dry_pasta_2042, pot_2069)', 'walk_executor(stove_2065)', 'sw
itchon_executor(stove_2065)', 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_ex
ecutor(curtain_408)', 'open_executor(curtain_408)', 'walk_executor(dishwasher_1001)', 'open_executor
(dishwasher_1001)', 'walk_executor(closetdrawer_154)', 'walk_executor(hanger_111)', 'walk_executor(s
ink_231)', 'walk_executor(pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(plate_1000)', 'put_e
xecutor(pot_2069, plate_1000)', 'grab_executor(pot_2069)', 'put_executor(pot_2069, plate_1000)', 'wa
lk_executor(food_chicken_2017)', 'grab_executor(food_chicken_2017)', 'walk_executor(plate_1000)', 'p
ut_executor(food_chicken_2017, plate_1000)', 'move_executor(pot_2069)']","Time consume: 424 seconds
Exp_helper query times: 1","Keystate: k1 - Requires: 7 steps
Keystate: k2 - Requires: 11 steps
Keystate: k3 - Requires: 6 steps
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_breakfast/g4.txt
Pet cat,Slice some chicken and give it to my cat.,"['walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'walk_e
xecutor(kitchen_counter_230)', 'walk_executor(food_chicken_2017)', 'grab_executor(food_chicken_2017)
', 'walk_executor(cutting_board_2051)', 'put_executor(food_chicken_2017, cutting_board_2051)', 'walk
_executor(knife_2050)', 'grab_executor(knife_2050)', 'walk_executor(food_chicken_2017)', 'cut_execut
or(food_chicken_2017)', 'walk_executor(curtain_23)', 'open_executor(curtain_23)', 'walk_executor(cur
tain_39)', 'open_executor(curtain_39)', 'walk_executor(curtain_179)', 'walk_executor(curtain_25)', '
open_executor(curtain_25)', 'walk_executor(cup_2064)', 'walk_executor(couch_352)', 'walk_executor(fo
od_chicken_2017)', 'grab_executor(food_chicken_2017)', 'walk_executor(cat_2055)', 'put_executor(food
_chicken_2017, cat_2055)']","Time consume: 269 seconds
Exp_helper query times: 1",1,cdl_dataset/dataset/Pet_cat/g2.txt
