cdl_dataset/dataset/Iron_clothes/g5.txt,Iron the shirt and the skirt.,"['walk_executor(ironing_board_2144)', 'walk_executor(kitchen_counter_123)', 'walk_executor(kitchen_c
ounter_122)', 'walk_executor(cupboard_117)', 'walk_executor(cupboard_118)', 'open_executor(cupboard_
118)', 'walk_executor(home_office_241)', 'walk_executor(table_270)', 'walk_executor(table_114)', 'wa
lk_executor(walllamp_141)', 'walk_executor(curtain_204)', 'open_executor(curtain_204)', 'walk_execut
or(headset_2131)', 'walk_executor(walllamp_36)', 'walk_executor(sink_120)', 'walk_executor(bowl_2142
)', 'walk_executor(iron_2161)', 'plugin_executor(iron_2161)', 'switchon_executor(iron_2161)', 'walk_
executor(bowl_2142)', 'walk_executor(basket_for_clothes_2078)', 'grab_executor(clothes_shirt_2158)',
 'walk_executor(ironing_board_2144)', 'put_executor(clothes_shirt_2158, ironing_board_2144)', 'walk_
executor(clothes_skirt_2160)', 'grab_executor(clothes_skirt_2160)', 'walk_executor(ironing_board_214
4)', 'put_executor(clothes_skirt_2160, ironing_board_2144)', 'walk_executor(iron_2161)', 'switchoff_
executor(iron_2161)', 'plugout_executor(iron_2161)']","Time consume: 158 seconds
Exp_helper query times: 2
Guidance query times: 0
library scale: 3","Keystate: k1 - Requires: 6 steps
Keystate: k2 - Requires: 6 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Clean_the_bathroom/g1.txt,Clean the bathroom sink directly.,"['walk_executor(sink_42)', 'wash_executor(sink_42)']","Time consume: 7 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 4",1,Scene_id: 0
cdl_dataset/dataset/Drink/g2.txt,Syntax Error,[],"Time consume: 29 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 4","Keystate: k1 - Requires: 7 steps
Action Completion Rate: 0.0",Scene_id: 0
cdl_dataset/dataset/Prepare_a_reading_space/g2.txt,Syntax Error,[],"Time consume: 22 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 4","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 2 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Prepare_breakfast/g3.txt,Boil egg.,"['walk_executor(kitchen_counter_123)', 'walk_executor(cupboard_117)', 'walk_executor(pot_78)', 'walk
_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(kitchen_counter_119)', 'walk
_executor(pot_2138)', 'grab_executor(pot_2138)', 'walk_executor(faucet_20)', 'switchon_executor(fauc
et_20)', 'switchoff_executor(faucet_20)', 'walk_executor(oven_127)', 'put_executor(pot_2138, oven_12
7)', 'switchon_executor(oven_127)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', '
open_executor(fridge_126)', 'walk_executor(pot_2138)', 'open_executor(pot_2138)', 'walk_executor(foo
d_egg_2092)', 'grab_executor(food_egg_2092)', 'walk_executor(pot_2138)', 'putin_executor(food_egg_20
92, pot_2138)', 'grab_executor(pot_2138)', 'walk_executor(stove_2135)', 'put_executor(pot_2138, stov
e_2135)', 'switchon_executor(stove_2135)']","Time consume: 89 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 5",1,Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g2.txt,Turn on the lights in the bedroom. Then turn on the lights in the bathroom.,"['walk_executor(light_258)', 'switchon_executor(light_258)', 'walk_executor(light_325)', 'switchon_e
xecutor(light_325)']","Time consume: 8 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 6",1,Scene_id: 2
cdl_dataset/dataset/Prepare_a_reading_space/g3.txt,Find a book and put it on the coffe table in home office. Then open the window in the home office.,"['walk_executor(bookshelf_196)', 'open_executor(bookshelf_196)', 'walk_executor(bookshelf_124)', 'op
en_executor(bookshelf_124)', 'walk_executor(book_2136)', 'grab_executor(book_2136)', 'walk_executor(
table_270)', 'put_executor(book_2136, table_270)', 'walk_executor(window_310)', 'open_executor(windo
w_310)']","Time consume: 27 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 7",1,Scene_id: 1
cdl_dataset/dataset/Turn_on_light/g3.txt,Make sure there is at least one light on in every room.,"['walk_executor(light_39)', 'switchon_executor(light_39)', 'walk_executor(light_73)', 'switchon_exec
utor(light_73)', 'walk_executor(light_212)', 'switchon_executor(light_212)', 'walk_executor(light_28
3)', 'switchon_executor(light_283)']","Time consume: 10 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 8",1,Scene_id: 1
cdl_dataset/dataset/Wash_clothes/g1.txt,Syntax Error,"['walk_executor(washing_machine_2007)', 'plugin_executor(washing_machine_2007)', 'switchon_executor(
washing_machine_2007)', 'walk_executor(closetdrawer_150)', 'walk_executor(closetdrawer_116)', 'walk_
executor(wallshelf_234)', 'walk_executor(closetdrawer_158)', 'walk_executor(closetdrawer_118)', 'wal
k_executor(closetdrawer_120)']","Time consume: 541 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 8","Keystate: k1 - Requires: 21 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Pet_cat/g5.txt,Syntax Error,[],"Time consume: 58 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 8","Keystate: k1 - Requires: 6 steps
Keystate: k2 - Requires: 2 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g2.txt,Syntax Error,"['walk_executor(kitchen_counter_132)', 'walk_executor(cupboard_131)', 'open_executor(cupboard_131)',
 'walk_executor(cupboard_130)', 'walk_executor(dishwasher_143)', 'open_executor(dishwasher_143)', 'w
alk_executor(bathroom_cabinet_305)', 'open_executor(bathroom_cabinet_305)', 'walk_executor(bathroom_
counter_306)']","Time consume: 123 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 8","Keystate: k1 - Requires: 4 steps
Keystate: k2 - Requires: 18 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Wash_windows/g1.txt,Open the windows in the bathroom.,"['walk_executor(window_287)', 'open_executor(window_287)']","Time consume: 9 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 9",1,Scene_id: 2
cdl_dataset/dataset/Wash_dishes_with_dishwasher/g1.txt,wash the bowls and the plates with dishwasher,"['walk_executor(dishwasher_1001)', 'open_executor(dishwasher_1001)', 'walk_executor(kitchen_counter_
230)', 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_executor(wallshelf_234)',
 'walk_executor(wallshelf_235)', 'walk_executor(wallshelf_35)', 'walk_executor(table_226)', 'walk_ex
ecutor(bowl_2071)', 'grab_executor(bowl_2071)', 'walk_executor(dishwasher_1001)', 'putin_executor(bo
wl_2071, dishwasher_1001)', 'walk_executor(bowl_2072)', 'grab_executor(bowl_2072)', 'walk_executor(d
ishwasher_1001)', 'putin_executor(bowl_2072, dishwasher_1001)', 'walk_executor(table_107)', 'walk_ex
ecutor(fork_2080)', 'walk_executor(table_355)', 'walk_executor(tray_296)', 'walk_executor(coffee_tab
le_2068)', 'walk_executor(sink_231)', 'walk_executor(plate_1000)', 'grab_executor(plate_1000)', 'wal
k_executor(dishwasher_1001)', 'putin_executor(plate_1000, dishwasher_1001)', 'close_executor(dishwas
her_1001)', 'switchon_executor(dishwasher_1001)']","Time consume: 125 seconds
Exp_helper query times: 2
Guidance query times: 0
library scale: 10",1,Scene_id: 0
cdl_dataset/dataset/Put_groceries_in_Fridge/g1.txt,Syntax Error,[],"Time consume: 28 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 10","Keystate: k1 - Requires: 23 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Prepare_dinner/g1.txt,Boil some rice by pot.,"['walk_executor(kitchen_counter_132)', 'walk_executor(cupboard_131)', 'open_executor(cupboard_131)',
 'walk_executor(cupboard_130)', 'walk_executor(sink_307)', 'walk_executor(pot_54)', 'open_executor(p
ot_54)', 'walk_executor(stove_2090)', 'open_executor(stove_2090)', 'walk_executor(pot_2093)', 'grab_
executor(pot_2093)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(f
ridge_140)', 'switchoff_executor(fridge_140)', 'open_executor(fridge_140)', 'walk_executor(faucet_13
4)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'walk_executor(pot_2093)', '
open_executor(pot_2093)', 'walk_executor(food_rice_2067)', 'grab_executor(food_rice_2067)', 'walk_ex
ecutor(pot_2093)', 'putin_executor(food_rice_2067, pot_2093)', 'walk_executor(stove_2090)', 'put_exe
cutor(pot_2093, stove_2090)', 'close_executor(stove_2090)', 'switchon_executor(stove_2090)']","Time consume: 44 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 11",1,Scene_id: 2
cdl_dataset/dataset/Put_groceries_in_Fridge/g4.txt,"Cut the chicken into pieces, then put back to the fridge.","['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'grab_e
xecutor(food_chicken_2089)', 'walk_executor(kitchen_counter_123)', 'walk_executor(cupboard_117)', 'w
alk_executor(cupboard_118)', 'open_executor(cupboard_118)', 'walk_executor(kitchen_counter_119)', 'w
alk_executor(cutting_board_2123)', 'put_executor(food_chicken_2089, cutting_board_2123)', 'walk_exec
utor(knifeblock_76)', 'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_
executor(cutting_board_2123)', 'put_executor(food_chicken_2089, cutting_board_2123)', 'walk_executor
(light_212)', 'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_executor
(cutting_board_2123)', 'put_executor(food_chicken_2089, cutting_board_2123)', 'walk_executor(keyboar
d_211)', 'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_executor(cutt
ing_board_2123)', 'put_executor(food_chicken_2089, cutting_board_2123)', 'walk_executor(table_114)',
 'walk_executor(food_chicken_2089)', 'grab_executor(food_chicken_2089)', 'walk_executor(cutting_boar
d_2123)', 'put_executor(food_chicken_2089, cutting_board_2123)', 'walk_executor(knife_2122)', 'grab_
executor(knife_2122)', 'walk_executor(food_chicken_2089)', 'cut_executor(food_chicken_2089)', 'grab_
executor(food_chicken_2089)', 'walk_executor(fridge_126)', 'putin_executor(food_chicken_2089, fridge
_126)', 'close_executor(fridge_126)']","Time consume: 90 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 12",1,Scene_id: 1
cdl_dataset/dataset/Drink/g1.txt,Syntax Error,[],"Time consume: 37 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 12",Action Completion Rate: 0.0,Scene_id: 2
cdl_dataset/dataset/Turn_on_light/g2.txt,Turn on the lights in the bedroom. Then turn on the lights in the bathroom.,"['walk_executor(light_169)', 'switchon_executor(light_169)', 'walk_executor(light_64)', 'switchon_ex
ecutor(light_64)']","Time consume: 9 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 13",1,Scene_id: 0
cdl_dataset/dataset/Put_groceries_in_Fridge/g2.txt,Syntax Error,[],"Time consume: 49 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 13","Keystate: k1 - Requires: 7 steps
Keystate: k2 - Requires: 22 steps
Action Completion Rate: 0.0",Scene_id: 1
cdl_dataset/dataset/Iron_clothes/g4.txt,"Iron a shirt, and put it in on the bed.","['walk_executor(ironing_board_2099)', 'walk_executor(iron_2117)', 'plugin_executor(iron_2117)', 'swi
tchon_executor(iron_2117)', 'walk_executor(washing_machine_2041)', 'open_executor(washing_machine_20
41)', 'walk_executor(kitchen_counter_132)', 'walk_executor(curtain_197)', 'open_executor(curtain_197
)', 'walk_executor(bed_264)', 'walk_executor(dresser_377)', 'walk_executor(cupboard_131)', 'open_exe
cutor(cupboard_131)', 'walk_executor(bathroom_counter_306)', 'walk_executor(clothes_dress_2075)', 'w
alk_executor(cpuscreen_383)', 'walk_executor(drawing_238)', 'walk_executor(curtain_119)', 'open_exec
utor(curtain_119)', 'walk_executor(bathtub_297)', 'walk_executor(basket_for_clothes_2040)', 'wash_ex
ecutor(clothes_shirt_2114)', 'grab_executor(clothes_shirt_2114)', 'walk_executor(bed_264)', 'put_exe
cutor(clothes_shirt_2114, bed_264)', 'walk_executor(iron_2117)', 'switchoff_executor(iron_2117)', 'p
lugout_executor(iron_2117)', 'plugin_executor(iron_2117)', 'switchon_executor(iron_2117)', 'walk_exe
cutor(clothes_shirt_2114)', 'grab_executor(clothes_shirt_2114)', 'walk_executor(ironing_board_2099)'
, 'put_executor(clothes_shirt_2114, ironing_board_2099)', 'walk_executor(clothes_shirt_2114)', 'grab
_executor(clothes_shirt_2114)', 'walk_executor(bed_264)', 'put_executor(clothes_shirt_2114, bed_264)
', 'walk_executor(iron_2117)', 'switchoff_executor(iron_2117)', 'plugout_executor(iron_2117)']","Time consume: 221 seconds
Exp_helper query times: 2
Guidance query times: 0
library scale: 13","Keystate: k1 - Requires: 10 steps
Keystate: k2 - Requires: 0 steps
Action Completion Rate: 0.0",Scene_id: 2
cdl_dataset/dataset/Prepare_a_reading_space/g5.txt,"Find my spectacles and put it on the coffe table in home office. Then find the book and put it on th
e coffe table in home office.","['walk_executor(coffee_table_2068)', 'walk_executor(spectacles_2082)', 'grab_executor(spectacles_208
2)', 'walk_executor(coffee_table_2068)', 'put_executor(spectacles_2082, coffee_table_2068)', 'walk_e
xecutor(book_2066)', 'grab_executor(book_2066)', 'walk_executor(coffee_table_2068)', 'put_executor(b
ook_2066, coffee_table_2068)']","Time consume: 15 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 14",1,Scene_id: 0
cdl_dataset/dataset/Prepare_breakfast/g1.txt,Syntax Error,"['walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)', 'walk_e
xecutor(kitchen_counter_123)', 'walk_executor(cupboard_117)', 'walk_executor(cupboard_118)', 'open_e
xecutor(cupboard_118)', 'walk_executor(kitchen_counter_122)', 'walk_executor(kitchen_counter_119)', 
'walk_executor(table_114)', 'walk_executor(food_bread_2084)', 'grab_executor(food_bread_2084)', 'wal
k_executor(toaster_132)', 'putin_executor(food_bread_2084, toaster_132)']","Time consume: 76 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 14","Keystate: k1 - Requires: 10 steps
Action Completion Rate: No actions required",Scene_id: 1
cdl_dataset/dataset/Prepare_a_reading_space/g3.txt,Find a book and put it on the coffe table in home office. Then open the window in the home office.,"['walk_executor(bookshelf_101)', 'open_executor(bookshelf_101)', 'walk_executor(bookshelf_354)', 'op
en_executor(bookshelf_354)', 'walk_executor(book_2066)', 'grab_executor(book_2066)', 'walk_executor(
coffee_table_2068)', 'put_executor(book_2066, coffee_table_2068)', 'walk_executor(window_348)', 'ope
n_executor(window_348)']","Time consume: 34 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 15",1,Scene_id: 0
cdl_dataset/dataset/Pet_cat/g1.txt,Find my cat and touch it,"['walk_executor(bed_264)', 'walk_executor(pillow_240)', 'walk_executor(nightstand_262)', 'walk_execu
tor(bed_376)', 'walk_executor(dresser_377)', 'walk_executor(nightstand_373)', 'walk_executor(couch_1
92)', 'walk_executor(cat_2082)', 'touch_executor(cat_2082)']","Time consume: 28 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 15",Action Completion Rate: 0.0,Scene_id: 2
cdl_dataset/dataset/Cook_some_food/g3.txt,"Wash all the vegetables, then put them in a pot and boil them on the stove. Then cool them in a bowl
.","['walk_executor(fridge_289)', 'switchoff_executor(fridge_289)', 'open_executor(fridge_289)', 'wash_e
xecutor(food_vegetable_2041)', 'walk_executor(cupboard_229)', 'open_executor(cupboard_229)', 'walk_e
xecutor(stove_2065)', 'open_executor(stove_2065)', 'walk_executor(pot_2069)', 'open_executor(pot_206
9)', 'walk_executor(food_vegetable_2041)', 'grab_executor(food_vegetable_2041)', 'walk_executor(pot_
2069)', 'putin_executor(food_vegetable_2041, pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(f
aucet_43)', 'switchon_executor(faucet_43)', 'switchoff_executor(faucet_43)', 'walk_executor(stove_20
65)', 'put_executor(pot_2069, stove_2065)', 'close_executor(stove_2065)', 'switchon_executor(stove_2
065)', 'walk_executor(wallshelf_234)', 'walk_executor(wallshelf_235)', 'walk_executor(wallshelf_35)'
, 'walk_executor(coffe_maker_290)', 'open_executor(coffe_maker_290)', 'walk_executor(bookshelf_233)'
, 'open_executor(bookshelf_233)', 'walk_executor(table_226)', 'walk_executor(food_vegetable_2041)', 
'grab_executor(food_vegetable_2041)', 'walk_executor(bowl_2071)', 'putin_executor(food_vegetable_204
1, bowl_2071)']","Time consume: 132 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 15","Keystate: k1 - Requires: 0 steps
Keystate: k2 - Requires: 10 steps
Keystate: k3 - Requires: 2 steps
Action Completion Rate: 1.0",Scene_id: 0
cdl_dataset/dataset/Prepare_breakfast/g2.txt,Scramble egg by the fryingpan.,"['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'grab_executor(food_egg_2020)', 'walk_executor(fryingpan_2083)', 'put
in_executor(food_egg_2020, fryingpan_2083)', 'grab_executor(fryingpan_2083)', 'walk_executor(stove_2
065)', 'put_executor(fryingpan_2083, stove_2065)', 'switchon_executor(stove_2065)']","Time consume: 23 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 15","Keystate: k1 - Requires: 4 steps
Action Completion Rate: No actions required",Scene_id: 0
cdl_dataset/dataset/Drink/g1.txt,Get a cup of water.,"['walk_executor(sink_120)', 'walk_executor(cupboard_117)', 'walk_executor(cupboard_118)', 'open_exec
utor(cupboard_118)', 'walk_executor(tvstand_116)', 'walk_executor(window_191)', 'open_executor(windo
w_191)', 'walk_executor(fridge_126)', 'switchoff_executor(fridge_126)', 'open_executor(fridge_126)',
 'walk_executor(table_114)', 'walk_executor(cup_2132)', 'grab_executor(cup_2132)', 'walk_executor(fa
ucet_20)', 'switchon_executor(faucet_20)', 'switchoff_executor(faucet_20)']","Time consume: 38 seconds
Exp_helper query times: 1
Guidance query times: 0
library scale: 16",1,Scene_id: 1
cdl_dataset/dataset/Write_an_email/g3.txt,Syntax Error,[],"Time consume: 53 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 16","Keystate: k1 - Requires: 4 steps
Action Completion Rate: 0.0",Scene_id: 0
cdl_dataset/dataset/Pet_cat/g3.txt,"Prepare a bowl of water and put the bowl on the table in home office. Then find my cat put it on the
 table.","['walk_executor(kitchen_counter_132)', 'walk_executor(cupboard_131)', 'open_executor(cupboard_131)',
 'walk_executor(cupboard_130)', 'walk_executor(faucet_134)', 'walk_executor(table_123)', 'walk_execu
tor(bowl_2095)', 'grab_executor(bowl_2095)', 'walk_executor(faucet_134)', 'switchoff_executor(faucet
_134)', 'walk_executor(table_193)', 'put_executor(bowl_2095, table_193)', 'grab_executor(bowl_2095)'
, 'walk_executor(faucet_134)', 'switchon_executor(faucet_134)', 'switchoff_executor(faucet_134)', 'w
alk_executor(table_193)', 'put_executor(bowl_2095, table_193)', 'walk_executor(cat_2082)', 'grab_exe
cutor(cat_2082)', 'walk_executor(table_193)', 'put_executor(cat_2082, table_193)']","Time consume: 60 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 17",1,Scene_id: 2
cdl_dataset/dataset/Turn_on_light/g3.txt,Make sure there is at least one light on in every room.,"['walk_executor(light_64)', 'switchon_executor(light_64)', 'walk_executor(light_169)', 'switchon_exe
cutor(light_169)', 'walk_executor(light_245)', 'switchon_executor(light_245)', 'walk_executor(light_
411)', 'switchon_executor(light_411)']","Time consume: 13 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 18",1,Scene_id: 0
cdl_dataset/dataset/Wash_clothes/g1.txt,Syntax Error,"['walk_executor(washing_machine_2041)', 'plugin_executor(washing_machine_2041)', 'switchon_executor(
washing_machine_2041)']","Time consume: 4536 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 18","Keystate: k1 - Requires: 20 steps
Action Completion Rate: No actions required",Scene_id: 2
cdl_dataset/dataset/Wash_windows/g1.txt,Open the windows in the bathroom.,"['walk_executor(window_2156)', 'open_executor(window_2156)']","Time consume: 7 seconds
Exp_helper query times: 0
Guidance query times: 0
library scale: 19",1,Scene_id: 1
